"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","276","Scenario_2","api","Tue May 26 01:54:26 UTC 2026","passed","Tue May 26 01:54:27 UTC 2026","API Automation tests","api/api-automation.spec.ts","",""
"","1180","Scenario_3","web-chrome","Tue May 26 01:54:36 UTC 2026","passed","Tue May 26 01:54:37 UTC 2026","Web Automation tests","web/web-automation.spec.ts","",""
"","1535","Scenario_2 - with standard_user and random item name","web-chrome","Tue May 26 01:54:37 UTC 2026","passed","Tue May 26 01:54:39 UTC 2026","Web Automation tests","web/web-automation.spec.ts","",""
"","96","Scenario_4 with original delayMs=0","api","Tue May 26 01:54:27 UTC 2026","passed","Tue May 26 01:54:27 UTC 2026","API Automation tests","api/api-automation.spec.ts","",""
"","2031","Scenario_1","web-chrome","Tue May 26 01:54:33 UTC 2026","passed","Tue May 26 01:54:35 UTC 2026","Web Automation tests","web/web-automation.spec.ts","",""
"","265","Scenario_1","api","Tue May 26 01:54:26 UTC 2026","passed","Tue May 26 01:54:27 UTC 2026","API Automation tests","api/api-automation.spec.ts","",""
"","62","Scenario_4 with original delayMs=6000","api","Tue May 26 01:54:27 UTC 2026","passed","Tue May 26 01:54:27 UTC 2026","API Automation tests","api/api-automation.spec.ts","",""
"","5069","Scenario_4 with original delayMs=5000","api","Tue May 26 01:54:27 UTC 2026","passed","Tue May 26 01:54:32 UTC 2026","API Automation tests","api/api-automation.spec.ts","",""
"","5081","Scenario_4 with allowed delayMs=5000","api","Tue May 26 01:54:30 UTC 2026","passed","Tue May 26 01:54:35 UTC 2026","API Automation tests","api/api-automation.spec.ts","",""
"","270","Scenario_4 with allowed delayMs=200","api","Tue May 26 01:54:27 UTC 2026","passed","Tue May 26 01:54:27 UTC 2026","API Automation tests","api/api-automation.spec.ts","",""
"","60","Scenario_4 with not allowed delayMs=5001","api","Tue May 26 01:54:32 UTC 2026","passed","Tue May 26 01:54:32 UTC 2026","API Automation tests","api/api-automation.spec.ts","",""
"","164","Scenario_3","api","Tue May 26 01:54:27 UTC 2026","passed","Tue May 26 01:54:27 UTC 2026","API Automation tests","api/api-automation.spec.ts","",""
"","3071","Scenario_4 with allowed delayMs=3000","api","Tue May 26 01:54:27 UTC 2026","passed","Tue May 26 01:54:30 UTC 2026","API Automation tests","api/api-automation.spec.ts","",""
"","871","Scenario_4","web-chrome","Tue May 26 01:54:37 UTC 2026","passed","Tue May 26 01:54:38 UTC 2026","Web Automation tests","web/web-automation.spec.ts","",""
"","70","Scenario_4 with allowed delayMs=0","api","Tue May 26 01:54:27 UTC 2026","passed","Tue May 26 01:54:27 UTC 2026","API Automation tests","api/api-automation.spec.ts","",""
"","60","Scenario_4 with not allowed delayMs=-1","api","Tue May 26 01:54:32 UTC 2026","passed","Tue May 26 01:54:32 UTC 2026","API Automation tests","api/api-automation.spec.ts","",""
"","61","Scenario_4 with not allowed delayMs=delay","api","Tue May 26 01:54:32 UTC 2026","passed","Tue May 26 01:54:32 UTC 2026","API Automation tests","api/api-automation.spec.ts","",""
"","11795","Scenario_2 - with problem user and a random item name","web-chrome","Tue May 26 01:54:38 UTC 2026","passed","Tue May 26 01:54:49 UTC 2026","Web Automation tests","web/web-automation.spec.ts","",""
