"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","292","Scenario_4 with allowed delayMs=200","api","Sat Feb 21 00:59:01 UTC 2026","passed","Sat Feb 21 00:59:01 UTC 2026","API Automation tests","api/api-automation.spec.ts","",""
"","203","Scenario_3","api","Sat Feb 21 00:59:00 UTC 2026","passed","Sat Feb 21 00:59:01 UTC 2026","API Automation tests","api/api-automation.spec.ts","",""
"","91","Scenario_4 with allowed delayMs=0","api","Sat Feb 21 00:59:01 UTC 2026","passed","Sat Feb 21 00:59:01 UTC 2026","API Automation tests","api/api-automation.spec.ts","",""
"","841","Scenario_4","web-chrome","Sat Feb 21 00:59:11 UTC 2026","passed","Sat Feb 21 00:59:12 UTC 2026","Web Automation tests","web/web-automation.spec.ts","",""
"","1069","Scenario_3","web-chrome","Sat Feb 21 00:59:10 UTC 2026","passed","Sat Feb 21 00:59:11 UTC 2026","Web Automation tests","web/web-automation.spec.ts","",""
"","82","Scenario_4 with original delayMs=6000","api","Sat Feb 21 00:59:01 UTC 2026","passed","Sat Feb 21 00:59:01 UTC 2026","API Automation tests","api/api-automation.spec.ts","",""
"","360","Scenario_2","api","Sat Feb 21 00:59:00 UTC 2026","passed","Sat Feb 21 00:59:00 UTC 2026","API Automation tests","api/api-automation.spec.ts","",""
"","126","Scenario_4 with original delayMs=0","api","Sat Feb 21 00:59:01 UTC 2026","passed","Sat Feb 21 00:59:01 UTC 2026","API Automation tests","api/api-automation.spec.ts","",""
"","11460","Scenario_2 - with problem user and a random item name","web-chrome","Sat Feb 21 00:59:12 UTC 2026","passed","Sat Feb 21 00:59:23 UTC 2026","Web Automation tests","web/web-automation.spec.ts","",""
"","5111","Scenario_4 with allowed delayMs=5000","api","Sat Feb 21 00:59:04 UTC 2026","passed","Sat Feb 21 00:59:09 UTC 2026","API Automation tests","api/api-automation.spec.ts","",""
"","86","Scenario_4 with not allowed delayMs=5001","api","Sat Feb 21 00:59:06 UTC 2026","passed","Sat Feb 21 00:59:06 UTC 2026","API Automation tests","api/api-automation.spec.ts","",""
"","1712","Scenario_1","web-chrome","Sat Feb 21 00:59:07 UTC 2026","passed","Sat Feb 21 00:59:09 UTC 2026","Web Automation tests","web/web-automation.spec.ts","",""
"","86","Scenario_4 with not allowed delayMs=-1","api","Sat Feb 21 00:59:06 UTC 2026","passed","Sat Feb 21 00:59:06 UTC 2026","API Automation tests","api/api-automation.spec.ts","",""
"","3092","Scenario_4 with allowed delayMs=3000","api","Sat Feb 21 00:59:01 UTC 2026","passed","Sat Feb 21 00:59:04 UTC 2026","API Automation tests","api/api-automation.spec.ts","",""
"","457","Scenario_1","api","Sat Feb 21 00:59:00 UTC 2026","passed","Sat Feb 21 00:59:00 UTC 2026","API Automation tests","api/api-automation.spec.ts","",""
"","85","Scenario_4 with not allowed delayMs=delay","api","Sat Feb 21 00:59:06 UTC 2026","passed","Sat Feb 21 00:59:06 UTC 2026","API Automation tests","api/api-automation.spec.ts","",""
"","1435","Scenario_2 - with standard_user and random item name","web-chrome","Sat Feb 21 00:59:11 UTC 2026","passed","Sat Feb 21 00:59:13 UTC 2026","Web Automation tests","web/web-automation.spec.ts","",""
"","5098","Scenario_4 with original delayMs=5000","api","Sat Feb 21 00:59:01 UTC 2026","passed","Sat Feb 21 00:59:06 UTC 2026","API Automation tests","api/api-automation.spec.ts","",""
