"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","69","Scenario_4 with allowed delayMs=0","api","Sun Apr 19 01:19:38 UTC 2026","passed","Sun Apr 19 01:19:38 UTC 2026","API Automation tests","api/api-automation.spec.ts","",""
"","5083","Scenario_4 with original delayMs=5000","api","Sun Apr 19 01:19:38 UTC 2026","passed","Sun Apr 19 01:19:43 UTC 2026","API Automation tests","api/api-automation.spec.ts","",""
"","72","Scenario_4 with not allowed delayMs=-1","api","Sun Apr 19 01:19:43 UTC 2026","passed","Sun Apr 19 01:19:43 UTC 2026","API Automation tests","api/api-automation.spec.ts","",""
"","683","Scenario_4","web-chrome","Sun Apr 19 01:19:48 UTC 2026","passed","Sun Apr 19 01:19:49 UTC 2026","Web Automation tests","web/web-automation.spec.ts","",""
"","60","Scenario_4 with original delayMs=6000","api","Sun Apr 19 01:19:38 UTC 2026","passed","Sun Apr 19 01:19:38 UTC 2026","API Automation tests","api/api-automation.spec.ts","",""
"","1731","Scenario_1","web-chrome","Sun Apr 19 01:19:45 UTC 2026","passed","Sun Apr 19 01:19:46 UTC 2026","Web Automation tests","web/web-automation.spec.ts","",""
"","72","Scenario_4 with not allowed delayMs=5001","api","Sun Apr 19 01:19:44 UTC 2026","passed","Sun Apr 19 01:19:44 UTC 2026","API Automation tests","api/api-automation.spec.ts","",""
"","11560","Scenario_2 - with problem user and a random item name","web-chrome","Sun Apr 19 01:19:49 UTC 2026","passed","Sun Apr 19 01:20:00 UTC 2026","Web Automation tests","web/web-automation.spec.ts","",""
"","3070","Scenario_4 with allowed delayMs=3000","api","Sun Apr 19 01:19:39 UTC 2026","passed","Sun Apr 19 01:19:42 UTC 2026","API Automation tests","api/api-automation.spec.ts","",""
"","180","Scenario_1","api","Sun Apr 19 01:19:38 UTC 2026","passed","Sun Apr 19 01:19:38 UTC 2026","API Automation tests","api/api-automation.spec.ts","",""
"","72","Scenario_4 with not allowed delayMs=delay","api","Sun Apr 19 01:19:43 UTC 2026","passed","Sun Apr 19 01:19:43 UTC 2026","API Automation tests","api/api-automation.spec.ts","",""
"","269","Scenario_4 with allowed delayMs=200","api","Sun Apr 19 01:19:38 UTC 2026","passed","Sun Apr 19 01:19:39 UTC 2026","API Automation tests","api/api-automation.spec.ts","",""
"","1334","Scenario_3","web-chrome","Sun Apr 19 01:19:49 UTC 2026","passed","Sun Apr 19 01:19:50 UTC 2026","Web Automation tests","web/web-automation.spec.ts","",""
"","1105","Scenario_2 - with standard_user and random item name","web-chrome","Sun Apr 19 01:19:47 UTC 2026","passed","Sun Apr 19 01:19:48 UTC 2026","Web Automation tests","web/web-automation.spec.ts","",""
"","5080","Scenario_4 with allowed delayMs=5000","api","Sun Apr 19 01:19:42 UTC 2026","passed","Sun Apr 19 01:19:47 UTC 2026","API Automation tests","api/api-automation.spec.ts","",""
"","154","Scenario_2","api","Sun Apr 19 01:19:38 UTC 2026","passed","Sun Apr 19 01:19:38 UTC 2026","API Automation tests","api/api-automation.spec.ts","",""
"","154","Scenario_3","api","Sun Apr 19 01:19:38 UTC 2026","passed","Sun Apr 19 01:19:38 UTC 2026","API Automation tests","api/api-automation.spec.ts","",""
"","119","Scenario_4 with original delayMs=0","api","Sun Apr 19 01:19:38 UTC 2026","passed","Sun Apr 19 01:19:38 UTC 2026","API Automation tests","api/api-automation.spec.ts","",""
