"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","215","Scenario_4 with original delayMs=0","api","Mon May 18 01:58:27 UTC 2026","passed","Mon May 18 01:58:28 UTC 2026","API Automation tests","api/api-automation.spec.ts","",""
"","1399","Scenario_1","web-chrome","Mon May 18 01:58:34 UTC 2026","passed","Mon May 18 01:58:36 UTC 2026","Web Automation tests","web/web-automation.spec.ts","",""
"","409","Scenario_3","api","Mon May 18 01:58:27 UTC 2026","passed","Mon May 18 01:58:28 UTC 2026","API Automation tests","api/api-automation.spec.ts","",""
"","196","Scenario_4 with original delayMs=6000","api","Mon May 18 01:58:28 UTC 2026","passed","Mon May 18 01:58:28 UTC 2026","API Automation tests","api/api-automation.spec.ts","",""
"","197","Scenario_4 with not allowed delayMs=5001","api","Mon May 18 01:58:33 UTC 2026","passed","Mon May 18 01:58:33 UTC 2026","API Automation tests","api/api-automation.spec.ts","",""
"","765","Scenario_2","api","Mon May 18 01:58:26 UTC 2026","passed","Mon May 18 01:58:27 UTC 2026","API Automation tests","api/api-automation.spec.ts","",""
"","196","Scenario_4 with not allowed delayMs=-1","api","Mon May 18 01:58:33 UTC 2026","passed","Mon May 18 01:58:33 UTC 2026","API Automation tests","api/api-automation.spec.ts","",""
"","5215","Scenario_4 with allowed delayMs=5000","api","Mon May 18 01:58:32 UTC 2026","passed","Mon May 18 01:58:37 UTC 2026","API Automation tests","api/api-automation.spec.ts","",""
"","993","Scenario_3","web-chrome","Mon May 18 01:58:38 UTC 2026","passed","Mon May 18 01:58:39 UTC 2026","Web Automation tests","web/web-automation.spec.ts","",""
"","816","Scenario_1","api","Mon May 18 01:58:27 UTC 2026","passed","Mon May 18 01:58:27 UTC 2026","API Automation tests","api/api-automation.spec.ts","",""
"","202","Scenario_4 with allowed delayMs=0","api","Mon May 18 01:58:28 UTC 2026","passed","Mon May 18 01:58:28 UTC 2026","API Automation tests","api/api-automation.spec.ts","",""
"","195","Scenario_4 with not allowed delayMs=delay","api","Mon May 18 01:58:33 UTC 2026","passed","Mon May 18 01:58:33 UTC 2026","API Automation tests","api/api-automation.spec.ts","",""
"","3206","Scenario_4 with allowed delayMs=3000","api","Mon May 18 01:58:29 UTC 2026","passed","Mon May 18 01:58:32 UTC 2026","API Automation tests","api/api-automation.spec.ts","",""
"","942","Scenario_2 - with standard_user and random item name","web-chrome","Mon May 18 01:58:36 UTC 2026","passed","Mon May 18 01:58:37 UTC 2026","Web Automation tests","web/web-automation.spec.ts","",""
"","11212","Scenario_2 - with problem user and a random item name","web-chrome","Mon May 18 01:58:38 UTC 2026","passed","Mon May 18 01:58:49 UTC 2026","Web Automation tests","web/web-automation.spec.ts","",""
"","405","Scenario_4 with allowed delayMs=200","api","Mon May 18 01:58:28 UTC 2026","passed","Mon May 18 01:58:29 UTC 2026","API Automation tests","api/api-automation.spec.ts","",""
"","5205","Scenario_4 with original delayMs=5000","api","Mon May 18 01:58:28 UTC 2026","passed","Mon May 18 01:58:33 UTC 2026","API Automation tests","api/api-automation.spec.ts","",""
"","613","Scenario_4","web-chrome","Mon May 18 01:58:37 UTC 2026","passed","Mon May 18 01:58:38 UTC 2026","Web Automation tests","web/web-automation.spec.ts","",""
